terms,pos,type,count
오브,Noun,네이버,2
오빠,Suffix,네이버,1
오졌다,Verb,네이버,1
오지,Noun,네이버,2
오히려,Noun,네이버,1
온,Modifier,네이버,1
온,Noun,네이버,1
올리네요,Verb,네이버,1
올린,Verb,네이버,1
올수,Verb,네이버,1
와,Josa,네이버,13
와,Verb,네이버,9
와서,Verb,네이버,1
완벽한,Adjective,네이버,10
완전,Noun,네이버,2
왓습니,Noun,네이버,1
왔는데,Verb,네이버,1
왔다,Verb,네이버,1
왔습니다,Verb,네이버,5
왔어요,Verb,네이버,1
왔으면,Verb,네이버,1
왜,Noun,네이버,5
왜봐,Noun,네이버,1
왜케,Noun,네이버,1
외계인,Noun,네이버,1
외적,Noun,네이버,1
외친,Verb,네이버,1
요,Josa,네이버,3
요,Noun,네이버,1
요약,Noun,네이버,2
욤,Noun,네이버,1
용서,Noun,네이버,1
우리,Noun,네이버,6
우와,Exclamation,네이버,1
운명,Noun,네이버,1
운전기사,Noun,네이버,1
울,Modifier,네이버,1
울컥,Adverb,네이버,1
움,Noun,네이버,1
웃으면서,Verb,네이버,1
웃음,Noun,네이버,1
웅대,Noun,네이버,1
워,Noun,네이버,5
워머신,Noun,네이버,1
원,Noun,네이버,1
원작,Noun,네이버,1
위,Noun,네이버,3
위대하다,Adjective,네이버,1
위성,Noun,네이버,1
위치,Noun,네이버,1
위태,Noun,네이버,1
위트,Noun,네이버,1
위해,Noun,네이버,1
윈터,Noun,네이버,3
유니버스,Noun,네이버,10
유머,Noun,네이버,3
유머러스한,Adjective,네이버,1
유치하게,Adjective,네이버,1
유치하지도,Adjective,네이버,1
유쾌함,Adjective,네이버,1
유쾌함을,Adjective,네이버,1
으로,Josa,네이버,24
으로부터,Josa,네이버,1
으로서의,Josa,네이버,1
으로의,Josa,네이버,1
은,Josa,네이버,45
은,Noun,네이버,5
은안,Noun,네이버,1
을,Josa,네이버,94
의,Foreign,네이버,1
의,Josa,네이버,226
의,Noun,네이버,7
의미,Noun,네이버,1
이,Determiner,네이버,27
이,Foreign,네이버,7
이,Josa,네이버,123
이,Modifier,네이버,1
이,Noun,네이버,43
이건,Noun,네이버,1
이건정,Noun,네이버,1
이고,Josa,네이버,7
이구나,Josa,네이버,1
이기,Noun,네이버,2
이끈,Verb,네이버,1
이나,Josa,네이버,1
이나,Noun,네이버,1
이네,Josa,네이버,4
이다,Josa,네이버,19
이대로,Adverb,네이버,1
이든,Josa,네이버,1
이라,Josa,네이버,2
이라,Verb,네이버,1
이라고,Josa,네이버,2
이라는,Josa,네이버,6
이라도,Josa,네이버,1
이란,Foreign,네이버,1
이란,Josa,네이버,1
이란,Noun,네이버,1
이랑,Josa,네이버,3
이러면서,Verb,네이버,1
이러지,Verb,네이버,1
이런,Adjective,네이버,1
이런,Modifier,네이버,4
이렇게,Adverb,네이버,7
이로,Noun,네이버,1
이며,Josa,네이버,1
이면,Noun,네이버,1
이본,Noun,네이버,1
이상,Foreign,네이버,1
이상,Noun,네이버,4
이상해졌어,Adjective,네이버,1
이스,Noun,네이버,1
이야,Josa,네이버,2
이야말로,Josa,네이버,1
이었구나,Verb,네이버,1
이었다,Verb,네이버,2
이었다는,Verb,네이버,1
이었다니,Verb,네이버,1
이었다면,Verb,네이버,1
이었음,Verb,네이버,1
이었지,Verb,네이버,1
이에요,Josa,네이버,1
이영화,Noun,네이버,2
이유,Noun,네이버,3
이자,Noun,네이버,6
이전,Noun,네이버,1
이제,Noun,네이버,12
이제야,Noun,네이버,3
이지,Josa,네이버,3
이지만,Josa,네이버,4
이해,Noun,네이버,2
익숙하지만,Adjective,네이버,1
인,Josa,네이버,25
인,Noun,네이버,3
인가,Josa,네이버,2
인간,Noun,네이버,3
인거,Josa,네이버,1
인기,Noun,네이버,3
인데,Josa,네이버,12
인도,Noun,네이버,1
인들,Josa,네이버,1
인물,Noun,네이버,5
인상,Noun,네이버,1
인생,Noun,네이버,10
인정,Noun,네이버,1
인종차별,Noun,네이버,1
인크레더블,Noun,네이버,1
인피니티,Noun,네이버,4
일,Modifier,네이버,2
일,Noun,네이버,1
일대기,Noun,네이버,1
일등,Noun,네이버,1
일명,Noun,네이버,1
일편,Noun,네이버,1
읽어야,Verb,네이버,1
읽을,Verb,네이버,1
읽음,Verb,네이버,1
잃어,Verb,네이버,1
임,Noun,네이버,13
임마,Noun,네이버,1
입,Noun,네이버,2
입고,Verb,네이버,1
입는,Verb,네이버,1
입니다,Adjective,네이버,12
입덕,Noun,네이버,1
입문,Noun,네이버,2
입소,Noun,네이버,1
입은,Verb,네이버,1
있게,Adjective,네이버,2
있게한,Adjective,네이버,1
있기를,Adjective,네이버,1
있기에,Adjective,네이버,2
있는,Adjective,네이버,5
있는가,Adjective,네이버,1
있는데,Adjective,네이버,1
있다,Adjective,네이버,2
있다는,Adjective,네이버,3
있어,Adjective,네이버,2
있어서,Adjective,네이버,2
있어주었기에,Adjective,네이버,1
있었네,Adjective,네이버,1
있었다,Adjective,네이버,1
있었던,Adjective,네이버,2
있었던건,Adjective,네이버,1
있었어서,Adjective,네이버,1
있었을텐데,Adjective,네이버,1
있으면서,Adjective,네이버,1
있을,Adjective,네이버,1
있을까,Adjective,네이버,2
있음,Adjective,네이버,1
있지도,Adjective,네이버,1
있지만,Adjective,네이버,2
잉센,Noun,네이버,3
잉센같,Noun,네이버,1
잊을,Verb,네이버,1
잊을수,Verb,네이버,2
잊지,Verb,네이버,6
잊혀지지,Verb,네이버,1
자,Noun,네이버,1
자,Suffix,네이버,1
자격,Noun,네이버,1
자기,Noun,네이버,1
자도,Noun,네이버,1
자동,Noun,네이버,1
자랑스럽다,Adjective,네이버,1
자리,Noun,네이버,1
자신,Noun,네이버,4
자체,Noun,네이버,6
작,Modifier,네이버,2
작,Noun,네이버,1
작별,Noun,네이버,1
작품,Noun,네이버,15
잘,Verb,네이버,9
잘,VerbPrefix,네이버,5
잘가요,Verb,네이버,1
잘생긴,Adjective,네이버,1
잘생김,Adjective,네이버,1
잡는걸,Verb,네이버,1
장,Noun,네이버,2
장가,Noun,네이버,1
장담,Noun,네이버,1
장르,Noun,네이버,1
장면,Noun,네이버,6
장본인,Noun,네이버,3
재,Noun,네이버,5
재개,Noun,네이버,1
재끼,Noun,네이버,1
재미,Noun,네이버,5
재미없는,Adjective,네이버,1
재미없다는,Adjective,네이버,2
재미없을것,Adjective,네이버,1
재미있게,Adjective,네이버,3
재미있고,Adjective,네이버,2
재미있네,Adjective,네이버,1
재미있다,Adjective,네이버,5
재미있다만,Adjective,네이버,1
재미있어서,Adjective,네이버,2
재미있었다,Adjective,네이버,1
재미있음,Adjective,네이버,2
재밌게,Adjective,네이버,3
재밌게만,Adjective,네이버,1
재밌고,Adjective,네이버,4
재밌구만,Adjective,네이버,1
재밌네,Adjective,네이버,1
재밌네요,Adjective,네이버,4
재밌는,Adjective,네이버,5
재밌는거,Adjective,네이버,1
재밌는걸,Adjective,네이버,1
재밌다,Adjective,네이버,12
재밌다고,Adjective,네이버,2
재밌당,Adjective,네이버,1
재밌습니다,Adjective,네이버,1
재밌어요,Adjective,네이버,3
재밌었고,Adjective,네이버,2
재밌었다,Adjective,네이버,1
재밌었음,Adjective,네이버,2
재밌을,Adjective,네이버,2
재밌을것,Adjective,네이버,1
재밌을까,Adjective,네이버,2
재밌음,Adjective,네이버,2
재밌죠,Adjective,네이버,1
재탄생,Noun,네이버,1
잼,Noun,네이버,1
잼나게,Verb,네이버,1
저,Determiner,네이버,1
저,Noun,네이버,2
저렇게,Adverb,네이버,1
적,Noun,네이버,2
적,Suffix,네이버,25
적어도,Adverb,네이버,1
적이였던,Verb,네이버,1
전,Foreign,네이버,6
전,Modifier,네이버,1
전,Noun,네이버,4
전개,Noun,네이버,1
전문가,Noun,네이버,1
전부,Noun,네이버,3
전설,Noun,네이버,59
전성기,Noun,네이버,3
전세계,Noun,네이버,2
전영화라니,Foreign,네이버,1
전율,Noun,네이버,3
전투,Noun,네이버,1
전혀,Noun,네이버,4
전형,Noun,네이버,2
절대,Noun,네이버,3
젊다,Adjective,네이버,1
점,Noun,네이버,15
접목,Noun,네이버,1
정,Noun,네이버,10
정도,Noun,네이버,5
정말,Noun,네이버,20
정체,Noun,네이버,2
정형,Noun,네이버,1
제,Modifier,네이버,1
제,Noun,네이버,4
제대로,Noun,네이버,1
제멋대로,Noun,네이버,2
제일,Noun,네이버,9
제작자,Noun,네이버,1
젠,Noun,네이버,2
조,Noun,네이버,1
조절,Noun,네이버,1
조차,Josa,네이버,1
족,Noun,네이버,1
존나,Noun,네이버,1
존재,Noun,네이버,2
존잼,Noun,네이버,1
졸업,Noun,네이버,1
좋겠어요,Adjective,네이버,1
좋네요,Adjective,네이버,1
좋다,Adjective,네이버,2
좋아하면서,Adjective,네이버,1
좋아한다,Adjective,네이버,1
좋아했는데,Adjective,네이버,1
좋았다,Adjective,네이버,1
좋은,Adjective,네이버,1
좋음,Adjective,네이버,2
좋지만,Adjective,네이버,1
죄송합니다,Adjective,네이버,1
죠,Josa,네이버,1
주기,Noun,네이버,1
주는,Verb,네이버,1
주니어,Noun,네이버,7
주어,Noun,네이버,1
주인공,Noun,네이버,1
주행,Noun,네이버,10
죽고나서,Verb,네이버,1
죽었다고,Verb,네이버,1
죽은것,Verb,네이버,1
죽음,Noun,네이버,1
죽인다,Verb,네이버,1
죽일,Verb,네이버,1
준,Noun,네이버,3
준건,Verb,네이버,1
준다면,Verb,네이버,1
줄,Noun,네이버,6
중,Noun,네이버,17
중,Suffix,네이버,12
중간,Noun,네이버,2
중년,Noun,네이버,1
중독,Noun,네이버,1
중심,Noun,네이버,1
중요한,Adjective,네이버,3
줘,Verb,네이버,1
즐거운,Adjective,네이버,1
즐거웠고,Adjective,네이버,1
즐거웠습니다,Adjective,네이버,1
즐거웠어요,Adjective,네이버,2
즐겁다,Adjective,네이버,1
증거,Noun,네이버,3
증명,Noun,네이버,1
지,Josa,네이버,3
지,Modifier,네이버,2
지고,Noun,네이버,1
지구,Noun,네이버,1
지금,Noun,네이버,26
지나고,Verb,네이버,1
지나서,Verb,네이버,1
지난,Noun,네이버,3
지남,Foreign,네이버,1
지도,Noun,네이버,1
지렸고,Verb,네이버,1
지렸다,Verb,네이버,1
지렸던,Verb,네이버,1
지만,Josa,네이버,1
지스,Noun,네이버,1
지켜,Verb,네이버,1
지켰다,Verb,네이버,1
지켰습니다,Verb,네이버,1
진리,Noun,네이버,5
진심,Noun,네이버,1
진정한,Adjective,네이버,2
진짜,Noun,네이버,39
진행,Noun,네이버,1
질질,Noun,네이버,2
짐,Noun,네이버,1
집,Noun,네이버,2
집대성,Noun,네이버,1
집중,Noun,네이버,1
짓거리,Noun,네이버,1
짜는,Verb,네이버,1
짜릿함을,Adjective,네이버,1
짠하고,Adjective,네이버,1
짱,Noun,네이버,4
짱,Suffix,네이버,1
쨩,Suffix,네이버,1
쩐다,Noun,네이버,1
쩔고,Verb,네이버,1
쪼이면서,Verb,네이버,1
쭝,Noun,네이버,1
찌질,Verb,네이버,1
찍,Noun,네이버,1
찍는,Verb,네이버,1
찍었을까,Verb,네이버,1
찡,Adverb,네이버,1
차가,Adjective,네이버,1
차렸는데,Verb,네이버,1
차마,Noun,네이버,1
착하,Adjective,네이버,1
착했을,Adjective,네이버,1
참,Verb,네이버,1
참신하고,Adjective,네이버,1
찾아볼,Verb,네이버,1
채널,Noun,네이버,1
챙겨,Verb,네이버,1
처럼,Josa,네이버,6
처음,Noun,네이버,18
척,Noun,네이버,2
천리,Noun,네이버,1
천만,Noun,네이버,1
천재,Noun,네이버,1
첨,Adverb,네이버,2
첨부,Noun,네이버,1
첫,Modifier,네이버,2
첫,Noun,네이버,6
첫걸음,Noun,네이버,1
첫사랑,Noun,네이버,1
청년,Noun,네이버,1
청소년기,Noun,네이버,1
체,Noun,네이버,1
쳐,Verb,네이버,1
초,Noun,네이버,1
초능력,Noun,네이버,1
초등학교,Noun,네이버,1
초등학생,Noun,네이버,1
초반,Noun,네이버,2
초석,Noun,네이버,2
촌,Noun,네이버,2
최고,Noun,네이버,37
최고다,Noun,네이버,7
최소한,Noun,네이버,1
최애,Noun,네이버,1
최애영,Noun,네이버,1
최애캐,Noun,네이버,1
추억,Noun,네이버,3
출발,Noun,네이버,2
출연료,Noun,네이버,2
출연자,Noun,네이버,1
충격,Noun,네이버,4
충무로,Noun,네이버,1
충분하다,Adjective,네이버,1
충분한,Adjective,네이버,1
충족,Noun,네이버,2
치고,Josa,네이버,1
치즈버거,Noun,네이버,1
친구,Noun,네이버,1
칠,Modifier,네이버,1
캐릭터,Noun,네이버,14
캡틴,Noun,네이버,1
캡틴마블,Noun,네이버,1
캬,Noun,네이버,1
커밍,Noun,네이버,1
커질,Verb,네이버,1
커질거라고,Verb,네이버,1
커질줄,Verb,네이버,1
케릭,Noun,네이버,1
코드,Noun,네이버,1
코믹스,Noun,네이버,2
콜라보,Noun,네이버,1
퀄리티,Noun,네이버,1
크게,Noun,네이버,1
크루즈,Noun,네이버,1
크리스토퍼,Noun,네이버,1
크으,Exclamation,네이버,1
큰,Verb,네이버,4
클리셰,Noun,네이버,1
큼,Foreign,네이버,22
키,Noun,네이버,2
키덜트,Noun,네이버,1
타,Modifier,네이버,1
타이타닉,Noun,네이버,1
탄,Verb,네이버,3
탄생,Noun,네이버,5
탄탄하고,Adjective,네이버,1
탈피,Noun,네이버,1
탐,Verb,네이버,1
탑,Noun,네이버,1
탑인,Noun,네이버,1
탕아,Noun,네이버,1
터,Noun,네이버,1
터리,Noun,네이버,1
터쭉,Noun,네이버,1
털어서,Verb,네이버,1
테,Noun,네이버,1
테러리스트,Noun,네이버,1
테이큰,Noun,네이버,1
토니,Noun,네이버,31
토니스타크,Noun,네이버,8
토록,Josa,네이버,1
토르,Noun,네이버,3
통,Noun,네이버,1
통수,Noun,네이버,1
통틀어,Noun,네이버,2
투,Noun,네이버,1
트랜스포머,Noun,네이버,5
트레인,Noun,네이버,1
특히,Adverb,네이버,1
틀,Noun,네이버,1
티비,Noun,네이버,1
틱,Suffix,네이버,11
파,Noun,네이버,4
파괴,Noun,네이버,1
파란만장한,Adjective,네이버,1
판,Noun,네이버,2
판도,Noun,네이버,1
판이,Noun,네이버,2
판타지,Noun,네이버,3
팬,Noun,네이버,3
팰트로,Noun,네이버,1
퍼스트,Noun,네이버,1
펄서,Noun,네이버,1
페미,Noun,네이버,1
페이지,Noun,네이버,1
편,Noun,네이버,7
편의,Noun,네이버,1
편이,Noun,네이버,4
편중,Noun,네이버,1
편하게,Adjective,네이버,1
편히,Adjective,네이버,2
평,Noun,네이버,7
평가,Noun,네이버,1
평론가,Noun,네이버,2
평범,Noun,네이버,1
평생,Noun,네이버,2
평온하길,Adjective,네이버,1
평점,Noun,네이버,7
평점보러오신분,Foreign,네이버,1
포함,Noun,네이버,3
폭등,Noun,네이버,1
표,Noun,네이버,1
표현,Noun,네이버,2
푹,Noun,네이버,1
프롬,Noun,네이버,4
플,Exclamation,네이버,1
피곤하고,Adjective,네이버,1
필요,Noun,네이버,2
필요없는,Adjective,네이버,2
필요없다,Adjective,네이버,1
필요한가,Adjective,네이버,1
필요해,Adjective,네이버,1
핑거스냅,Noun,네이버,1
하,Noun,네이버,1
하,Suffix,네이버,5
하게,Verb,네이버,1
하고,Josa,네이버,6
하고,Verb,네이버,1
하고싶다,Verb,네이버,1
하길래,Verb,네이버,1
하나,Noun,네이버,3
하나로,Noun,네이버,1
하내,Noun,네이버,1
하네,Verb,네이버,1
하네요,Verb,네이버,1
하는,Verb,네이버,8
하는데,Verb,네이버,2
하다,Verb,네이버,1
하다못해,Adverb,네이버,1
하던,Verb,네이버,1
하러,Verb,네이버,2
하류,Noun,네이버,1
하며,Verb,네이버,1
하면,Verb,네이버,1
하면서,Verb,네이버,2
하셨습니다,Verb,네이버,1
하셨어요,Verb,네이버,2
하였다,Verb,네이버,1
하워드,Noun,네이버,1
하이테크,Noun,네이버,1
하지,Verb,네이버,1
하지만,Conjunction,네이버,1
한,Determiner,네이버,4
한,Josa,네이버,9
한,Verb,네이버,6
한국팬,Noun,네이버,1
한다,Verb,네이버,5
한다는,Modifier,네이버,1
한동안,Adverb,네이버,1
한마디,Noun,네이버,4
한번,Noun,네이버,2
한숨,Noun,네이버,1
한심하다,Adjective,네이버,1
한심한,Adjective,네이버,1
한지,Noun,네이버,1
한창,Noun,네이버,1
한테,Josa,네이버,2
한해,Noun,네이버,1
할,Verb,네이버,9
할거라는,Verb,네이버,1
할리우드영화,Noun,네이버,1
할수가,Verb,네이버,1
함,Noun,네이버,3
함,Verb,네이버,1
함께,Adverb,네이버,4
함께한,Verb,네이버,2
합니다,Verb,네이버,5
합니당,Verb,네이버,1
항상,Noun,네이버,1
해,Noun,네이버,2
해,Verb,네이버,19
해나도,Verb,네이버,1
해낸,Verb,네이버,1
해도,Noun,네이버,1
해서,Verb,네이버,7
해서라도,Verb,네이버,3
해야지,Verb,네이버,1
해였나,Verb,네이버,1
해요,Verb,네이버,2
해주세요,Verb,네이버,2
해주셔서,Verb,네이버,1
해준,Verb,네이버,5
해줘서,Verb,네이버,2
해피,Noun,네이버,9
해학,Noun,네이버,1
했고,Verb,네이버,1
했네요,Verb,네이버,1
했는데,Verb,네이버,7
했다,Verb,네이버,5
했던,Verb,네이버,5
했던게,Verb,네이버,1
했습니다,Verb,네이버,1
했어,Verb,네이버,1
했어도,Verb,네이버,1
했어요,Verb,네이버,2
했었는데,Verb,네이버,1
했었다,Verb,네이버,1
했었던,Verb,네이버,1
했었습니다,Verb,네이버,1
했었지,Verb,네이버,1
했으나,Verb,네이버,1
했을까,Verb,네이버,1
했지만,Verb,네이버,2
행보,Noun,네이버,1
행복했습니다,Adjective,네이버,2
행복했어요,Adjective,네이버,1
허무하게,Adjective,네이버,1
허세,Noun,네이버,1
헐리웃,Noun,네이버,2
헐크,Noun,네이버,3
혁신,Noun,네이버,1
현,Modifier,네이버,1
현실,Noun,네이버,5
현재,Noun,네이버,1
형,Suffix,네이버,1
형님,Noun,네이버,1
호건,Noun,네이버,3
호기심,Noun,네이버,1
호흡기,Noun,네이버,1
홈,Noun,네이버,5
화,Noun,네이버,1
화,Suffix,네이버,2
화려하다,Adjective,네이버,1
화려한,Adjective,네이버,2
화면,Noun,네이버,2
화이자,Noun,네이버,1
확실히,Adjective,네이버,1
획,Noun,네이버,3
획기,Noun,네이버,1
후,Noun,네이버,3
후려,Noun,네이버,1
후속작,Noun,네이버,1
후에도,Foreign,네이버,3
후회,Noun,네이버,1
후회되는,Adjective,네이버,1
훌륭한,Adjective,네이버,1
휴가,Noun,네이버,1
흉내,Noun,네이버,1
흐르는,Verb,네이버,1
흑인,Noun,네이버,1
흔드는,Verb,네이버,1
흔하지만,Adjective,네이버,1
흘렀다,Verb,네이버,1
흡사,Noun,네이버,1
흥미,Noun,네이버,2
흥미로운,Adjective,네이버,1
흥미진진,Noun,네이버,1
흥분,Noun,네이버,1
흥행,Noun,네이버,1
희,Adjective,네이버,1
희생,Noun,네이버,2
히,Noun,네이버,1
히로,Noun,네이버,1
히어로,Noun,네이버,59
힘,Noun,네이버,1
힘들었을,Adjective,네이버,1
